Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
Page 12,,,,,,,,,,,,"June 15, 2023",
,Number,Description,Department,,,Lvl,Primary,Alternate,Total,,Enrollment Max,,Section Count
,2A--L,,,,,,,,,,,,
,MWEX-2B---,WORK EXPERIENCE 12B,Career Prep,,,Regular,1,,1,,29,,1.0
,,,,,,,,0,,,,,
,MWEX-2B--L,WORK EXPERIENCE 12B LINEAR,Career Prep,,,Regular,5,,5,,29,,1.0
,,,,,,,,0,,,,,
,MWH--12---,20th CENTURY WORLD HISTORY 12,Social Studies,,,,55,,64,,24,,3.0
,,,,,,,,9,,,,,
,MWPM-10---,WORKPLACE MATHEMATICS 10,Mathematics,,,Regular,28,,28,,29,,2.0
,,,,,,,,0,,,,,
,MWPM-11---,WORKPLACE MATHEMATICS 11,Mathematics,,,Regular,23,,25,,29,,1.0
,,,,,,,,2,,,,,
,MWWK-10---,ADST –  WOODWORK 10,Applied Skills,,,Regular,15,,36,,21,,3.0
,,,,,,,,21,,,,,
,MWWK-11---,WOODWORK 11,Applied Skills,,,Regular,8,,16,,21,,3.0
,,,,,,,,8,,,,,
,MWWK-12---,WOODWORK 12,Applied Skills,,,Regular,8,,13,,21,,3.0
,,,,,,,,5,,,,,
,XATRR09---,RESOURCE ROOM 9,Special Education,,,Regular,38,,38,,24,,2.0
,,,,,,,,0,,,,,
,XBA--09B-L,BEGINNER BAND 9 LINEAR,Band,,,Regular,2,,4,,100,,1.0
,,,,,,,,2,,,,,
,XBA--09C-L,CONCERT BAND 9 Linear,Band,,,Regular,42,,45,,100,,1.0
,,,,,,,,3,,,,,
,XBA--09G--,CONCERT BAND 9 - Guitar,Band,,,Regular,23,,48,,29,,2.0
,,,,,,,,25,,,,,
,XBA--09J-L,JAZZ BAND 9 LINEAR,Music,,,Regular,28,,28,,100,,1.0
,,,,,,,,0,,,,,
,XC---09--L,CONCERT CHOIR 9 Linear,Music,,,Regular,12,,12,,50,,1.0
,,,,,,,,0,,,,,
,XLDCB09LS-,LEARNING STRATEGIES 9 LD,Personal Development,,,Regular,11,,12,,29,,8.0
,,,,,,,,1,,,,,
,XLDCB09LSL,LEARNING STRATEGIES 9 LD LINEAR,Personal Development,,,Regular,11,,11,,29,,2.0
,,,,,,,,0,,,,,
Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
,,,,,Course Tally,,,,,,,,
,,,,2023-2024,,,,,,,,,
Page 13,,,,,,,,,,,,"June 15, 2023",
,Number,Description,Department,,,Lvl,Primary,Alternate,Total,,Enrollment Max,,Section Count
,XLDCB09M--,TECH ED 9: MECHANICS LD,Technology Education,,,Regular,34,,58,,21,,3.0
,,,,,,,,24,,,,,
,XLDCB09S-L,STRINGS 9 LINEAR,Band,,,Regular,20,,20,,100,,1.0
,,,,,,,,0,,,,,
,XLDCE09NM-,NUMERACY 9,Mathematics,,,Regular,17,,17,,29,,1.0
,,,,,,,,0,,,,,
,YCPA-0AX-L,COMMUNITY LEADERSHIP 10 Linear,Personal Development,,,Regular,18,,18,,200,,1.0
,,,,,,,,0,,,,,
,YCPA-0AXE-,COMMUNITY LEADERSHIP 10,Personal Development,,,Regular,7,,7,,50,,1.0
,,,,,,,,0,,,,,
,YCPA-1AX-L,COMMUNITY LEADERSHIP 11 Linear,Personal Development,,,Regular,34,,34,,200,,1.0
,,,,,,,,0,,,,,
,YCPA-1AXE-,COMMUNITY LEADERSHIP 11,Personal Development,,,Regular,20,,20,,50,,1.0
,,,,,,,,0,,,,,
,YCPA-2AX-L,COMMUNITY LEADERSHIP 12 Linear,Personal Development,,,Regular,34,,34,,200,,1.0
,,,,,,,,0,,,,,
,YCPA-2AXE-,COMMUNITY LEADERSHIP 12,Personal Development,,,Regular,25,,25,,50,,1.0
,,,,,,,,0,,,,,
,YED--0AX--,LEARNING STRATEGIES 10,Applied Skills,,,Regular,10,,10,,20,,8.0
,,,,,,,,0,,,,,
,YED--0AX-L,LEARNING STRATEGIES 10 LINEAR,Applied Skills,,,Regular,8,,8,,20,,2.0
,,,,,,,,0,,,,,
,YED--0BX-L,PEER TUTORING 10 LINEAR,Personal Development,,,Regular,7,,7,,50,,1.0
,,,,,,,,0,,,,,
,YED--1DX--,LEARNING STRATEGIES 11,Applied Skills,,,Regular,3,,3,,20,,8.0
,,,,,,,,0,,,,,
,YED--1DX-L,LEARNING STRATEGIES 11 LINEAR,Applied Skills,,,Regular,11,,11,,20,,2.0
,,,,,,,,0,,,,,
,YED--1EX-L,PEER TUTORING 11 LINEAR,Personal Development,,,Regular,14,,14,,50,,1.0
,,,,,,,,0,,,,,
,YED--2CX--,LEARNING STRATEGIES 12,Applied Skills,,,Regular,16,,17,,20,,9.0
,,,,,,,,1,,,,,
,YED--2CX-L,LEARNING STRATEGIES 12 LINEAR,Applied Skills,,,Regular,6,,6,,20,,3.0
,,,,,,,,0,,,,,
Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
,,,,,Course Tally,,,,,,,,
,,,,2023-2024,,,,,,,,,
Page 14,,,,,,,,,,,,"June 15, 2023",
,Number,Description,Department,,,Lvl,Primary,Alternate,Total,,Enrollment Max,,Section Count
,YED--2DX-L,PEER TUTORING 12 LINEAR,Personal Development,,,Regular,17,,17,,50,,1.0
,,,,,,,,0,,,,,
,YED--2FX-L,SCHOLARSHIP PREPARATION 12 LINEAR,Applied Skills,,,Regular,54,,54,,100,,1.0
,,,,,,,,0,,,,,
,YESFL0AX--,BEGINNERS ELL 10,English,,,Regular,41,,41,,24,,2.0
,,,,,,,,0,,,,,
,YESFL1CX--,ELL Academic Literacy 11,English,,,Regular,17,,17,,24,,2.0
,,,,,,,,0,,,,,
,YLAW-2CX--,CRIMINOLOGY 12,Social Studies,,,Regular,79,,115,,24,,3.0
,,,,,,,,36,,,,,
,YMIS-1DD--,DESIGN AND INNOVATION 11,Applied Skills,,,Regular,4,,10,,24,,1.0
,,,,,,,,6,,,,,
,YMIS-2DD--,DESIGN AND INNOVATION 12,Applied Skills,,,Regular,4,,8,,24,,1.0
,,,,,,,,4,,,,,
,YPA--0CX--,YOGA FOR MINDFULNESS 10,Personal Development,,,Regular,6,,19,,29,,1.0
,,,,,,,,13,,,,,
,YPA--1CX--,YOGA FOR MINDFULNESS 11,Personal Development,,,Regular,5,,14,,29,,1.0
,,,,,,,,9,,,,,
,YPA--2CX--,YOGA FOR MINDFULNESS 12,Personal Development,,,Regular,8,,16,,29,,1.0
,,,,,,,,8,,,,,
,YPR--0BX--,OUTDOOR EDUCATION 10,Physical Education,,,Regular,6,,20,,29,,1.0
,,,,,,,,14,,,,,
,YPSYC1AX--,PSYCHOLOGY 11,Personal Development,,,Regular,60,,83,,24,,3.0
,,,,,,,,23,,,,,
